pl_name,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_snum,sy_pnum,disc_year
HD 93963 A b,0.02061,1.46954368,0.0,,5908.0,1.0311,1.0844,0.06781,82.3432,2,2,2022
Kepler-80 c,0.0792,2.74,,,4540.0,0.678,0.73,-0.76955,369.451,1,6,2012
Kepler-385 d,,2.6186448,,,5829.0,1.157,1.05,0.14374,1432.61,1,3,2020
GJ 1214 b,0.01505,2.733,0.0062,17.2,3101.0,0.2162,0.182,-2.40894,14.6427,1,1,2009
TOI-6002 b,0.05722,1.65,0.15,1.6823,3229.0,0.2432,0.2101,-2.23508,32.0266,1,1,2024
K2-65 b,0.1014,1.58,,45.0,5213.0,0.84,0.87,,,1,1,2016
Kepler-397 b,0.144,2.46,,,5307.0,0.767,,,,1,2,2014
Kepler-122 b,0.064,2.34,,,6050.0,1.216,,,1027.45,1,5,2014
Kepler-26 d,0.039,1.07,,,4486.0,0.571,,,335.307,1,4,2014
Kepler-32 e,0.033,1.5,,,3900.0,0.53,0.58,,323.847,1,5,2012
Kepler-111 b,0.046,1.58,,,5952.0,1.157,,,657.223,1,2,2014
Kepler-80 d,0.0372,1.53,,,4540.0,0.678,0.73,-0.76955,369.451,1,6,2014
Kepler-411 e,0.186,,0.016,,,0.82,0.87,,153.676,2,4,2018
Kepler-11 f,0.25,2.49,0.013,,5663.0,1.065,0.961,,646.346,1,6,2010
Kepler-160 d,0.17,,,,5471.0,1.118,,0.00432,937.013,1,3,2020
Kepler-164 b,0.058,1.41,,,5888.0,1.148,,,890.758,1,4,2014
Kepler-161 b,0.054,2.12,,,5078.0,0.806,,,434.632,1,2,2014
Kepler-270 b,0.107,2.01,,,6067.0,1.461,,,948.781,1,2,2014
Kepler-79 b,0.117,3.47,0.015,,6174.0,1.302,1.165,0.342,1020.72,1,4,2012
Kepler-127 d,0.28,2.64,,,6106.0,1.359,,,352.794,1,3,2014
Kepler-100 c,,2.2,,,5825.0,1.49,1.08,,304.645,1,4,2014
Kepler-651 b,,2.37,,,5522.0,0.87,0.92,,509.408,1,1,2016
Kepler-27 b,0.118,4.0,,,5400.0,0.59,0.65,,1044.36,1,3,2011
Kepler-26 b,,2.78,,7.6,3914.0,0.512,0.544,,335.307,1,4,2011
Kepler-342 c,0.185,1.96,,,6175.0,1.472,,,781.611,1,4,2014
Kepler-85 d,0.13,1.2,,,5436.0,0.893,,,765.025,1,4,2014
Kepler-782 b,,3.21,,,5867.0,1.01,0.98,,446.844,1,1,2016
Kepler-46 b,0.1968,9.057,0.01,,5155.0,0.938,0.902,-0.255,777.06,1,3,2012
Kepler-82 c,0.2626,5.34,0.007,,,0.898,0.91,,904.326,1,5,2012
Kepler-160 c,0.1192,3.76,,,5471.0,1.118,,0.00432,937.013,1,3,2014
Kepler-117 c,0.2804,12.341,0.0323,,6150.0,1.606,1.129,,1455.57,1,2,2014
HD 22496 b,0.051,,,26.0,4385.0,0.674,0.684,-1.17393,13.5956,1,1,2021
DMPP-1 b,0.1462,,0.083,,6196.0,1.26,1.21,,62.5388,1,4,2019
Kepler-1827 b,,1.85644292,,,5423.0,1.404,0.915,,686.461,1,1,2021
GJ 720 A b,0.119,,0.12,,3837.0,0.56,0.57,-1.217,15.5575,2,1,2021
K2-411 b,0.0511,0.9898,,619.038,5711.0,1.375,1.018,,298.219,1,1,2022
K2-239 d,0.0685,1.1,,,3420.0,0.36,0.4,-1.79588,31.0849,1,3,2018
K2-151 b,0.0373,1.49,,,3695.0,0.45,0.47,,69.4798,2,1,2018
Kepler-727 b,,2.53,,,5441.0,0.86,0.89,,831.842,1,1,2016
Kepler-763 b,,1.22,,,5166.0,0.8,0.84,,962.459,1,3,2016
Kepler-545 b,,2.69,,,5882.0,1.07,1.04,,818.001,1,1,2016
HATS-3 b,0.0485,15.48,0.0,,6351.0,1.404,1.209,0.456,411.211,1,1,2013
Kepler-178 d,0.397,3.95,,,5676.0,1.066,,,716.025,1,3,2014
HD 135694 b,0.124695,2.857,,71.8,5712.0,1.08,1.02,,73.8713,1,1,2023
HR 5183 b,18.0,,0.84,,5794.0,1.53,1.07,,31.4607,2,1,2019
TOI-3568 b,0.0485,5.3,0.035,,4969.0,0.719,0.78,0.33,197.906,1,1,2024
Kepler-374 c,0.042,1.1,,,5977.0,0.911,,,1265.61,1,3,2014
HD 74698 c,4.5,,0.2,0.088,5783.0,1.333,1.039,0.25285,52.0648,1,2,2023
Kepler-310 c,0.281,3.38,,,5797.0,0.876,,,602.268,1,3,2014
Kepler-369 b,0.03,1.13,,,3591.0,0.471,,,,1,2,2014
Kepler-615 b,,1.74,,,4655.0,0.69,0.73,,,1,1,2016
Kepler-1527 b,,4.77,,,6224.0,1.32,1.21,,1842.13,1,1,2016
HIP 107773 b,0.72,,0.09,,4945.0,11.6,2.42,1.87,105.18,1,1,2015
WASP-107 b,,,0.06,,4425.0,0.67,0.683,-0.87943,64.7414,1,2,2017
Kepler-1409 b,,1.04,,,5160.0,0.79,0.83,,694.89,1,1,2016
K2-163 b,,2.46610713,,,4937.0,0.762201,0.826112,,208.529,1,1,2018
GJ 9689 b,0.1139,,0.29,,3836.0,0.57,0.59,-1.2,30.6203,1,1,2020
51 Peg b,0.0527,,0.013,,5758.0,1.17561,1.03,0.13631,15.4614,1,1,1995
Kepler-284 c,0.213,2.61,,,5615.0,0.814,,,1031.95,1,2,2014
Kepler-1725 b,,2.8125177,,,6020.0,1.085,1.049,,558.652,1,1,2021
Kepler-1755 b,,5.91688317,,,6086.0,0.921,1.003,,982.383,1,1,2021
Kepler-498 b,,3.03,,,5744.0,0.96,0.98,,938.844,1,1,2016
HD 191939 g,0.812,,0.03,0.99,5348.0,0.94,0.81,-0.18709,53.6089,1,6,2022
Kepler-404 b,0.102,1.27,,,5654.0,0.884,,,812.524,1,2,2014
Kepler-896 b,,2.53,,,5262.0,0.81,0.84,,2334.93,1,2,2016
Kepler-279 b,0.112,3.62,,,6363.0,1.746,,,1037.4,1,4,2014
Kepler-25 c,,5.217,0.0061,,,1.316,1.165,,243.249,2,3,2011
OGLE-2019-BLG-0362L b,2.18,,,,,,0.42,,5830.0,1,1,2022
GJ 27.1 b,0.101,,0.08,,3542.0,,0.53,-1.58503,23.6062,1,1,2014
Kepler-24 c,,2.514,0.014,,6028.0,1.099,1.06,,1156.81,1,4,2011
Kepler-1571 b,,1.52,,,6297.0,1.39,1.23,,675.303,1,1,2016
Kepler-385 c,0.127,3.04,,,6326.0,1.126,,,1432.61,1,3,2014
WASP-4 b,0.0226,14.807089,0.0,,5400.0,0.893,0.864,,267.206,1,1,2007
Kepler-178 b,0.085,2.9,,,5676.0,1.066,,,716.025,1,3,2014
K2-21 c,0.107,2.49,0.21,5.1,4222.06,0.646783,0.676023,,83.6448,1,2,2015
Kepler-1059 b,,1.73,,,4906.0,0.72,0.75,,713.167,1,1,2016
Kepler-100 b,,1.34,,,5837.0,1.51,1.13,0.39445,304.645,1,4,2014
Kepler-178 c,0.142,2.88,,,5676.0,1.066,,,716.025,1,3,2014
WASP-67 b,,12.89035,0.0,,5200.0,0.88,0.91,,189.469,1,1,2012
Kepler-1245 b,,1.44,,,5306.0,0.83,0.86,,805.936,1,2,2016
Kepler-19 c,,,0.21,,5544.0,0.859,0.936,,218.562,1,3,2011
TOI-150.01,0.07037,14.067295,0.262,,6255.0,1.526,1.351,0.49651,336.267,1,1,2019
TOI-2295 c,2.018,,0.194,,5730.0,1.459,1.168,0.31387,126.279,1,2,2024
Kepler-59 b,,1.1,,,6074.0,0.94,1.04,,1163.22,1,2,2012
TOI-421 b,0.0554,2.64,0.13,,5291.0,0.866,0.833,,74.7969,2,2,2020
Kepler-82 b,0.1683,4.07,0.0033,,,0.898,0.91,,904.326,1,5,2012
Kepler-204 c,0.173,1.79,,,5812.0,1.238,,,686.723,1,2,2014
KOI-94 d,0.1684,11.27,0.022,,6182.0,1.52,1.277,0.479,477.052,2,4,2013
Kepler-19 b,0.0846,2.209,0.41,87.6,5541.0,0.859,0.936,,218.562,1,3,2011
Kepler-973 b,,1.96,,,5213.0,0.78,0.86,,328.52,1,1,2016
HIP 57274 b,0.07,,0.19,,4510.0,0.78,0.29,,25.8618,1,3,2011
K2-57 b,0.0752,2.30905002,0.25,,4413.0,0.671,0.699,-0.8122,264.213,1,1,2016
Kepler-1921 b,,2.89459458,,,6120.0,2.0,1.251,,928.989,1,2,2021
Kepler-366 c,0.11,1.79,,,6209.0,1.048,,,1856.28,1,2,2014
HD 67087 c,3.86,,0.76,,6330.0,1.55,1.36,0.54,76.5217,1,2,2015
Kepler-948 b,,1.85,,,5679.0,0.94,0.96,,868.017,1,1,2016
TOI-1883 b,0.0468,5.65,,,3477.0,0.494,0.492,-1.49377,115.369,1,1,2024
HAT-P-13 c,,,0.6616,,,,,,246.81,1,2,2009
K2-344 b,,1.59,,,4374.0,0.49,0.51,,75.1691,1,1,2021
Kepler-183 c,0.103,2.27,,,5888.0,0.958,,,1050.64,1,2,2014
KMT-2019-BLG-0371L b,0.79,,,,,,0.09,,7010.0,1,1,2021
NGTS-4 b,0.019,3.18,0.0,,5143.0,0.84,0.75,,280.555,1,1,2019
Kepler-126 b,0.099,1.52,,,6239.0,1.358,,,237.401,1,3,2014
K2-288 B b,0.164,1.9,,,3341.0,0.32,0.33,-1.93,65.6138,2,1,2018
Kepler-550 b,,4.42,,,5322.0,0.83,0.87,,531.944,1,1,2016
HD 290327 b,3.43,,0.08,,5505.0,0.95,0.84,,56.433,1,1,2009
Kepler-1895 b,,2.11934728,,,5076.0,0.763,0.86,,984.187,1,1,2021
HD 154857 c,5.36,,0.06,,5605.0,1.76,1.718,,63.4482,1,2,2014
Kepler-134 c,0.092,1.26,,,5983.0,1.176,,,334.797,1,2,2014
Kepler-367 b,0.201,1.3,,,4710.0,0.695,,,188.027,1,2,2014
Kepler-105 c,,1.44,0.02,,5933.0,1.026,0.991,,459.223,1,2,2014
Kepler-1200 b,,1.06,,,4612.0,0.7,0.74,,588.715,1,1,2016
TOI-169 b,0.03524,12.172974,0.0,1443.0,5880.0,1.288,1.147,0.25261,407.84,1,1,2020
TOI-969 c,2.52,,0.628,0.0208,4435.0,0.671,0.734,,77.2554,1,2,2022
Kepler-726 b,,3.26,,,5452.0,0.85,0.88,,762.081,1,1,2016
Kepler-106 b,,0.82,,,5858.0,1.04,1.0,,444.322,1,4,2014
Kepler-1471 b,,1.41,,,5660.0,0.93,0.95,,978.678,1,2,2016
Kepler-332 b,0.07,1.17,,,4955.0,0.72,,,344.19,1,3,2014
Wolf 327 b,0.01,1.24,0.0,233.9,3542.0,0.406,0.405,-1.62986,28.5321,1,1,2024
Kepler-1846 b,,1.76378826,,,4825.0,0.732,0.785,,374.615,1,1,2021
HD 113996 b,1.6,,0.28,,4181.0,25.11,1.49,2.46389,116.334,2,1,2017
MWC 758 c,100.0,,,,,,1.5,,159.537,1,1,2023
HD 134060 c,2.3928,,0.11,,5966.0,,1.095,0.15836,24.0125,1,2,2019
Kepler-248 b,0.066,3.02,,,5190.0,0.831,,,738.792,1,2,2014
TOI-3235 b,0.02709,11.39953337,0.029,,3388.8,0.3697,0.3939,-1.78968,72.811,1,1,2023
Kepler-1189 b,,1.77,,,6012.0,1.16,1.11,,782.852,1,1,2016
Kepler-1183 b,,2.82,,,5765.0,0.99,1.0,,1919.19,1,1,2016
K2-198 b,,4.189,,,5212.9,0.757,0.799,,110.567,1,3,2018
Kepler-638 b,,1.83,,,5382.0,0.93,0.88,,991.214,1,1,2016
Kepler-479 b,,2.12,,,5247.0,0.81,0.86,,344.901,1,1,2016
Kepler-1946 b,,2.48812698,,,5505.0,0.873,0.887,,1002.12,1,1,2021
24 Sex c,2.08,,0.29,,5098.0,4.9,1.54,1.164,72.0691,1,2,2010
HD 96063 b,1.11,,0.17,,5020.0,4.75,1.37,,140.065,1,1,2011
Kepler-222 b,0.048,3.16,,,5433.0,0.869,,,758.854,1,3,2014
Kepler-1047 c,,0.99,,,5754.0,1.13,1.08,,817.647,1,2,2016
XO-5 b,0.0515,12.78,0.0,,5430.0,1.13,1.04,,276.211,1,1,2008
TOI-4504 b,0.03392,2.691,0.0,,5315.0,0.92,0.89,-0.20761,342.605,1,3,2024
XO-2 N b,0.0368,11.130537,,,,0.99,0.971,,154.273,2,3,2007
Kepler-610 b,,4.19,,,5943.0,1.13,1.1,,845.824,1,2,2016
Kepler-152 b,0.124,2.79,,,5088.0,0.724,,,441.09,1,2,2014
WASP-181 b,0.05427,13.271456,,,5839.0,0.965,1.04,,437.495,1,1,2019
Kepler-1033 b,,2.51,,,5547.0,0.92,0.94,,1455.5,1,1,2016
OGLE-2018-BLG-1126L b,3.23,,,,,,0.69,,5700.0,1,1,2022
Kepler-684 b,,3.36,,,5493.0,0.86,0.89,,1731.27,1,1,2016
Kepler-393 b,0.091,1.29,,,6189.0,1.382,,,881.404,1,2,2014
KMT-2018-BLG-1976L b,3.54,,,,,,0.65,,5840.0,1,1,2021
WASP-72 b,,14.45961,0.0,,6250.0,2.18,2.78,,434.754,1,1,2012
HATS-65 b,0.04497,16.824709,0.062,1178.0,6277.0,1.31,1.257,0.37658,493.32,2,1,2018
HD 35759 b,0.389,,0.389,,6060.0,,1.15,,71.2423,1,1,2016
K2-131 b,0.00936,1.69,0.0,4070.0,5120.0,0.7595,0.803,,152.509,1,1,2017
Kepler-1272 b,,2.37,,,5926.0,1.09,1.06,,1206.37,1,1,2016
HD 39194 c,0.103,,0.154,,5205.0,,0.67,-0.40894,26.4131,1,3,2021
TOI-5720 b,0.018288,1.09,,41.7,3325.0,0.383,0.383,-1.79183,35.8256,1,1,2024
TOI-1452 b,0.061,1.672,0.0,1.8,3185.0,0.275,0.249,-2.1549,30.5212,2,1,2022
Kepler-269 b,0.061,2.47,,,5847.0,0.959,,,2257.32,1,2,2014
NY Vir c,,,0.15,,32780.0,0.151,0.459,1.37508,544.024,2,2,2019
HATS-58 A b,0.05798,12.273855,0.168,,7175.0,1.433,1.461,0.68931,403.591,2,1,2019
HIP 107772 b,0.243,,0.18,,,,0.63,,23.6434,1,1,2020
K2-3 b,0.0747,2.078,0.107,10.5,3844.0,0.546,0.549,-1.23136,44.0727,1,3,2015
Kepler-739 b,,3.32,,,5601.0,0.9,0.93,,1370.65,1,1,2016
K2-133 b,0.03194,1.34,,,3655.0,0.455,0.461,-1.47886,75.1703,1,4,2017
OGLE-2018-BLG-1700L b,2.8,,,,,,0.42,,7600.0,2,1,2020
K2-341 b,,3.21,,,5817.0,1.16,0.98,,421.408,1,1,2021
HD 219134 h,3.11,,0.06,,4913.0,0.77,0.794,-0.50864,6.53127,1,6,2015
Kepler-1085 c,,3.26817741,,,5816.0,1.0783,1.05,0.07867,1364.53,1,2,2020
Kepler-1121 b,,1.91,,,6231.0,1.59,1.29,,482.047,1,1,2016
K2-24 c,,7.5,0.07,,5625.0,1.16,1.07,,170.562,1,2,2016
HD 207496 b,0.0629,2.25,0.231,72.9,4819.0,0.769,0.8,,23.606,1,1,2023
Kepler-1576 b,,1.04,,,5876.0,1.06,1.05,,460.91,1,1,2016
WASP-45 b,0.03963,10.603714,,294.0,5150.0,0.855,0.85,-0.33555,211.196,2,1,2011
GJ 581 b,0.0399,,0.0342,,3500.0,0.302,0.295,-1.90781,6.2981,1,3,2005
GJ 1061 d,0.054,,0.53,0.6,2953.0,0.156,0.12,-2.76955,3.67278,1,3,2020
HD 17092 b,1.31,,0.17,,4326.0,13.58,6.73,,228.422,1,1,2007
TOI-1789 b,0.04882,16.14093221,,2300.0,5991.0,2.168,1.507,0.7364,229.067,1,1,2021
K2-198 d,,2.438,,,5212.9,0.757,0.799,,110.567,1,3,2019
EPIC 249893012 c,0.13,3.67,0.07,160.0,5430.0,1.71,1.05,,321.296,1,3,2020
Kepler-778 b,,1.68,,,5102.0,0.77,0.81,,938.168,1,1,2016
Kepler-1641 b,,3.11,,,6152.0,1.19,1.12,,860.37,1,2,2016
HD 75289 b,0.05,,0.03,,6117.0,1.23,1.29,,29.1158,2,1,1999
Kepler-1266 c,,1.68023962,,,4996.0,0.831,0.791,,849.312,1,2,2021
Kepler-357 c,0.12,2.67,,,5036.0,0.834,,,688.573,1,3,2014
Kepler-500 b,,2.58,,,5813.0,1.03,1.02,,807.48,1,1,2016
Kepler-910 b,,0.82,,,6230.0,1.5,1.26,,400.289,1,1,2016
Kepler-1573 b,,1.2,,,5808.0,1.0,1.01,,1455.36,1,1,2016
Kepler-1342 b,,1.66,,,5527.0,0.9,0.93,,890.724,1,1,2016
OGLE-2016-BLG-0613L AB b,6.4,,,,,,0.72,,3410.0,2,1,2017
TOI-2525 b,0.1511,8.67575106,0.17,,5096.0,0.785,0.849,-0.44009,395.398,1,2,2023
Kepler-150 d,0.104,2.79,,,5560.0,0.939,,,891.092,1,5,2014
K2-345 b,,2.11,,,3779.0,0.52,0.56,,162.408,1,1,2021
TOI-201 c,4.28,11.13051784,0.643,,,1.339,1.316,,113.825,1,2,2025
K2-104 b,0.0242,1.79,,,3712.0,0.48,0.51,,189.289,1,1,2016
Kepler-14 b,,12.733,0.035,,6395.0,2.048,1.512,0.799,,2,1,2011
UZ For c,2.8,,0.05,,,,0.7,,,2,2,2011
HD 184010 d,1.92,,0.0,,4971.0,4.86,1.35,1.11694,60.7993,1,3,2022
TOI-2193 A b,0.03319,19.83989584,0.0,1600.0,5966.0,1.248,1.082,0.25018,337.064,2,1,2022
HD 154088 b,0.134,,0.344,,5374.0,,0.91,-0.13077,18.2692,1,1,2021
Kepler-1193 b,,1.32,,,5908.0,1.21,1.08,,802.116,1,1,2016
Kepler-6 b,0.04852,14.616536,,,5647.0,1.391,1.209,,587.039,1,1,2009
Kepler-1365 c,,0.8,,,5770.0,1.05,1.0,,840.128,1,2,2016
HD 81688 b,0.648,,0.04,,4797.0,11.13,1.07,1.78032,85.7183,1,1,2007
Kepler-1126 b,,1.73,,,5798.0,0.93,0.92,,635.736,1,2,2016
CoRoT-12 b,0.04016,16.14,0.07,,5675.0,1.116,1.078,,1126.37,1,1,2010
GJ 367 b,0.00709,0.699,0.06,579.0,3522.0,0.458,0.455,-1.5391,9.41263,1,3,2021
Kepler-594 b,,2.18,,,5485.0,0.87,0.91,,769.2,1,1,2016
Kepler-65 e,,,0.283,,,1.437,1.248,,303.728,1,4,2019
HD 104985 b,0.715,,0.047,,4738.0,11.12,1.22,1.76989,100.576,1,1,2003
HIP 14810 c,0.549,,0.1566,,5544.0,1.07,1.01,-0.01,50.48,1,3,2006
Kepler-371 b,0.2,1.89,,,5666.0,0.992,,,813.192,1,2,2014
Kepler-438 b,0.166,1.12,0.03,1.4,3748.0,0.52,0.544,-1.357,,1,1,2015
OGLE-2017-BLG-1522L b,0.59,,,,,,0.045,,7490.0,1,1,2018
Kepler-214 b,0.13,2.61,,,6169.0,1.352,,,1208.44,1,2,2014
Kepler-340 c,0.178,3.37,,,6620.0,1.85,,,808.762,1,2,2014
Kepler-41 b,0.03101,14.46,0.0,,5750.0,1.29,1.15,,1093.08,1,1,2011
Kepler-460 c,,5.52,,,6146.0,1.26,1.17,,1274.01,1,2,2016
GJ 328 b,4.11,,0.227,,3897.0,0.63,0.65,-1.08,20.5266,1,2,2013
PSR B1257+12 d,0.46,,,,,,1.4,,600.0,1,3,1992
TOI-544 c,,,0.32,,4169.0,0.623,0.631,,41.1166,1,2,2023
Kepler-1419 b,,2.86,,,5796.0,1.01,1.01,,1498.58,1,1,2016
GJ 667 C f,0.156,,0.03,,3350.0,,0.33,-1.863,7.24396,3,5,2013
Kepler-1815 b,,2.7489262,,,5516.0,0.967,0.856,,1006.63,1,1,2021
Kepler-351 c,0.287,3.19,,,5643.0,0.854,,,1083.91,1,3,2014
Kepler-656 b,,3.12,,,5281.0,0.82,0.86,,890.352,1,2,2016
TOI-216.02,,8.0,0.16,,,0.748,0.77,,177.945,1,2,2019
Kepler-769 c,,1.79,,,6186.0,1.28,1.19,,1169.57,1,2,2016
DH Tau b,330.0,,,,,0.27,0.33,,134.846,1,1,2004
TOI-451 d,0.1208,4.07,0.0,,5550.0,0.879,0.95,-0.1891,123.739,2,3,2020
K2-368 d,,1.948,,,4663.0,0.663,0.746,,206.608,1,3,2022
G 192-15 b,0.01723,,0.0,7.06,,,0.132,,9.53114,1,2,2025
WASP-34 b,,11.209,0.04,,5700.0,0.91,0.96,,132.096,1,1,2010
WASP-93 b,0.04211,17.900773,0.0,,6700.0,1.524,1.334,,370.284,1,1,2016
Kepler-1874 b,,2.21110724,,,4701.0,0.775,0.758,,408.007,1,1,2021
TOI-2096 b,0.025,1.243,0.15,9.4,3300.0,0.235,0.231,-2.22768,48.4809,1,2,2023
CoRoT-28 b,0.0603,10.704595,0.047,,5150.0,1.78,1.01,,766.183,1,1,2015
CoRoT-22 b,0.092,4.88,0.077,,5939.0,1.136,1.099,,627.158,1,1,2014
Kepler-341 e,0.242,1.99,,,6012.0,1.024,,,1047.03,1,4,2014
Kepler-275 b,0.098,2.34,,,6165.0,1.383,,,2034.25,1,3,2014
Kepler-1693 c,,0.97698289,,,5553.0,1.098,0.941,,760.065,1,2,2021
GJ 896 A b,0.63965,,0.35,,,,0.43599,,6.26022,2,1,2022
HD 97658 b,,2.12,0.05,,5212.0,0.728,0.85,-0.45469,21.5618,1,1,2010
TOI-1899 b,0.1525,11.09689089,0.044,3.4,3926.0,0.607,0.632,,128.438,1,1,2020
Kepler-1379 b,,1.3,,,5188.0,0.79,0.83,,971.325,1,1,2016
HD 180053 b,0.843,,0.081,,5131.0,4.06,1.75,,137.043,1,1,2018
Kepler-1850 b,,0.72909663,,,4239.0,0.6,0.611,,250.199,1,1,2021
Kepler-939 b,,1.75,,,5471.0,0.85,0.88,,2093.62,1,1,2016
Kepler-1719 b,,3.95000623,,,5687.0,1.775,1.08,,905.406,1,1,2021
PDS 70 c,34.0,22.86636,0.11,,3972.0,,,,113.064,1,2,2019
Kepler-220 c,0.076,1.57,,,4632.0,0.666,,,171.109,1,4,2014
TOI-4137 b,0.05222,13.57407563,0.0,1013.0,6202.0,1.438,1.313,0.43933,334.993,1,1,2022
Kepler-169 f,0.359,2.58,,,4997.0,0.763,,,406.529,1,5,2014
TOI-1062 c,0.08,,0.14,95.0,5328.0,0.84,0.94,,82.1733,1,2,2021
KOI-1599.01,0.14728,1.9,0.014,,,0.972,1.02,,1131.64,1,2,2019
HD 45364 b,0.6793,,0.067,,5466.0,0.89,0.82,-0.19586,34.354,1,2,2008
HD 95735 c,2.94,,0.132,,3719.0,0.3685,0.3899,,5.675773,1,2,2021
Kepler-292 d,0.068,2.23,,,5299.0,0.826,,,1056.48,1,5,2014
Kepler-1633 b,,1.58,,,6256.0,1.32,1.2,,1114.91,1,1,2016
KMT-2018-BLG-1990L b,0.763,,,,,,0.094,,967.0,1,1,2019
Kepler-347 c,0.183,1.75,,,6088.0,1.005,,,1298.88,1,3,2014
Kepler-841 b,,5.23,,,5324.0,0.81,0.85,,998.961,1,1,2016
OGLE-2017-BLG-1049L b,3.92,,,,,,0.55,,5670.0,1,1,2020
TOI-1288 c,1.07,,0.0,,5388.0,0.9583,0.9552,-0.1549,114.865,1,2,2022
Kepler-251 b,0.053,1.33,,,5526.0,0.89,,,924.625,1,4,2014
OGLE-2017-BLG-1099L b,2.73,,,,,,0.45,,7250.0,1,1,2021
Kepler-196 c,0.24,2.24,,,5128.0,0.782,,,451.312,1,3,2014
Kepler-1228 b,,1.54,,,5063.0,0.74,0.78,,515.453,1,1,2016
Kepler-1859 c,0.0473,1.66,0.0,732.82,5887.0,1.235,1.09,,1331.25,1,2,2023
GJ 9827 c,0.0395,1.13,,,4236.0,0.58,0.62,,29.661,1,3,2017
Kepler-12 b,0.0553,19.660586,,,5947.0,1.483,1.166,,881.386,1,1,2011
Kepler-1268 b,,2.03,,,5904.0,1.09,1.06,,1840.77,1,1,2016
Kepler-1542 c,,0.65,,,5564.0,0.99,0.94,,399.114,1,4,2016
Kepler-473 b,,4.08,,,5816.0,1.34,1.06,,905.937,1,1,2016
Kepler-273 c,0.073,1.98,,,5626.0,0.815,,,713.964,1,2,2014
WASP-96 b,0.0453,13.45,0.0,,5540.0,1.05,1.06,,352.464,1,1,2014
CoRoT-4 b,0.09,13.34,0.0,,6190.0,1.17,1.16,,726.412,1,1,2008
HD 4203 b,1.17,,0.52,,5596.0,1.42,1.25,,81.3795,1,2,2001
TOI-481 b,0.097,11.09691,0.153,,5735.0,1.66,1.14,0.43457,179.366,1,1,2020
Kepler-422 b,0.082,12.89,,,5972.0,1.24,1.15,0.24,722.795,1,1,2014
HD 13167 b,4.1,,0.563,,5671.0,2.39,1.35,,148.934,1,1,2018
HD 20782 b,1.3649,,0.95,,5782.13,1.12681,1.04,0.10674,35.9864,2,5,2006
GJ 3293 d,0.19394,,0.12,0.59,3466.0,0.404,0.42,-1.65758,20.1903,1,4,2017
HD 94771 b,3.48,,0.39,0.271,5631.0,1.903,1.2,0.51587,57.7807,1,1,2023
HAT-P-57 b,,19.50366,0.0,,6330.0,1.85,2.77,,279.86,3,1,2015
OGLE-2019-BLG-1492L b,2.7,,,,,,0.68,,5600.0,1,1,2022
HD 164922 e,0.2292,,0.086,,5393.43,1.001813,0.921146,,22.0016,1,4,2021
K2-219 c,,1.43839723,,,5753.0,1.189232,1.021545,,325.4,1,3,2018
HAT-P-37 b,0.0379,13.204,0.058,,5500.0,0.877,0.929,-0.208,390.594,1,1,2011
Kepler-328 b,,2.3,,,,1.06,1.15,,2213.19,1,2,2013
Kepler-310 b,0.111,1.19,,,5797.0,0.876,,,602.268,1,3,2014
TOI-1694 c,0.1,,0.0,,5058.0,0.8036,0.853,-0.41794,124.68,1,2,2023
Kepler-211 c,0.062,1.29,,,5123.0,0.816,,,309.353,1,2,2014
Kepler-1610 c,0.2323,2.09,0.0,8.34,5295.0,0.8,0.825,,864.331,1,2,2023
Kepler-1204 b,,3.05,,,5825.0,1.03,1.03,,1175.22,1,1,2016
K2-360 c,0.0883,,0.11,115.0,5679.0,0.98,0.958,-0.04915,232.1,1,2,2024
EPIC 201238110 b,,1.87,,,,,0.41,,159.259,1,1,2019
TOI-3976 A b,0.0743,12.27383387,0.0,469.0,5975.0,1.501,1.254,0.41296,516.087,2,1,2023
Kepler-1849 b,,2.38685349,,,4806.0,0.729,0.709,,631.884,1,1,2021
Kepler-92 b,,3.51,,,,1.7,1.21,,477.992,1,3,2013
TOI-216.01,,10.1,0.0046,,,0.748,0.77,,177.945,1,2,2019
KOI-4777.01,0.008,0.51,0.0,320.0,3515.0,0.4,0.41,,172.245,1,1,2022
HAT-P-20 b,0.0361,9.718,0.015,,4595.0,0.694,0.756,-0.721,71.0374,1,1,2010
GJ 2030 b,0.034,,0.239,,,,0.96,,37.0788,1,2,2022
Kepler-65 d,0.084,1.52,,,6211.0,1.41,1.25,,303.728,1,4,2012
Kepler-214 c,0.194,2.13,,,6169.0,1.352,,,1208.44,1,2,2014
2MASS J21252752-8138278 b,7493.0,,,,,,,,34.1154,1,1,2024
TOI-2537 b,0.3715,11.25381662,0.364,,4870.0,0.771,0.771,-0.52143,184.986,1,2,2024
HAT-P-67 b,0.06505,23.370765,0.0,,6406.0,2.546,1.642,0.93852,371.686,2,1,2017
Kepler-423 b,0.03585,13.361,0.019,,5560.0,0.95,0.85,,758.753,1,1,2014
GJ 15 A c,5.4,,0.27,,3607.0,0.38,0.38,-1.655,3.56228,2,2,2018
HD 110113 b,0.035,2.05,0.093,735.49,5732.0,0.968,0.997,,106.307,1,2,2021
Kepler-445 d,,1.25,0.0,,3157.0,0.21,0.18,,127.201,1,3,2015
Kepler-107 c,0.06064,1.597,0.08,602.0,5854.0,1.447,1.238,,525.997,1,4,2014
